source_id,split
19454,training
19891,training
23837,training
17172,training
14162,training
10238,training
21656,training
19669,training
22131,training
16223,training
21385,training
8148,training
3744,training
23845,training
24017,training
9784,training
18205,training
12162,training
16198,training
16743,training
15476,training
7360,training
5137,training
16292,training
20076,training
14407,training
12036,training
17140,training
13245,training
8212,training
16093,training
12372,training
14755,training
22728,training
22392,training
22485,training
7539,training
13369,training
8452,training
21474,training
9454,training
11797,training
14589,training
1660,training
6173,training
5533,training
2219,training
19190,training
14218,training
9924,training
9064,training
2686,training
10180,training
21901,training
11500,training
14025,training
10932,training
1125,training
6388,training
15696,training
6769,training
19337,training
6650,training
2655,training
5520,training
24677,training
21310,training
6456,training
21955,training
14363,training
15276,training
11688,training
22050,training
5468,training
11247,training
23293,training
24382,training
13539,training
13340,training
13646,training
1971,training
7677,training
9452,training
24173,training
372,training
21693,training
3028,training
6964,training
24166,training
21646,training
15193,training
3530,training
23319,training
16304,training
4813,training
10646,training
12627,training
20423,training
722,training
23007,training
8836,training
24314,training
22220,training
23022,training
7819,training
22692,training
13874,training
22232,training
16842,training
415,training
4997,training
11190,training
3577,training
24276,training
11398,training
22281,training
8902,training
5933,training
1737,training
23987,training
17228,training
16361,training
20327,training
13621,training
4523,training
10856,training
7487,training
20179,training
10434,training
14921,training
12842,training
12589,training
2018,training
18904,training
11350,training
9181,training
7620,training
14898,training
1865,training
11025,training
19742,training
16415,training
11576,training
1162,training
19011,training
17266,training
6773,training
5512,training
18332,training
16506,training
17552,training
11104,training
5907,training
1726,training
17390,training
22757,training
15419,training
10524,training
5400,training
5172,training
13444,training
10937,training
7713,training
11017,training
23000,training
11496,training
5581,training
14459,training
22460,training
5501,training
20661,training
14331,training
13829,training
7155,training
5043,training
5546,training
1084,training
3409,training
23492,training
4077,training
15698,training
11876,training
11041,training
611,training
7376,training
14611,training
15599,training
5828,training
6292,training
1617,training
22193,training
11835,training
16660,training
1100,training
17422,training
21303,training
22068,training
20208,training
21892,training
13479,training
5641,training
13574,training
12904,training
3221,training
18725,training
283,training
20147,training
23483,training
8499,training
14294,training
13182,training
21551,training
163,training
2467,training
8687,training
18534,training
22185,training
5391,training
8267,training
7081,training
6147,training
3932,training
23200,training
18686,training
4744,training
1664,training
11494,training
8209,training
4451,training
4737,training
7037,training
3795,training
10381,training
22719,training
24038,training
20490,training
13465,training
19101,training
184,training
20050,training
20940,training
14015,training
19470,training
2587,training
23548,training
463,training
6103,training
21701,training
2617,training
16931,training
6232,training
7170,training
10409,training
12184,training
857,training
4296,training
23230,training
18085,training
17364,training
4809,training
10020,training
11189,training
21525,training
14156,training
13618,training
9366,training
2314,training
22878,training
15314,training
11516,training
16929,training
3900,training
12949,training
15186,training
24731,training
19834,training
17790,training
23779,training
15561,training
21618,training
16298,training
11050,training
12673,training
17772,training
17899,training
4983,training
18782,training
9980,training
774,training
22963,training
1537,training
10362,training
20215,training
2786,training
177,training
18051,training
24723,training
17865,training
10812,training
17183,training
12798,training
3898,training
6556,training
13678,training
980,training
14564,training
6944,training
18723,training
6999,training
20784,training
4735,training
2124,training
2178,training
9751,training
3016,training
24512,training
11654,training
19423,training
10542,training
11510,training
24495,training
960,training
450,training
9349,training
24487,training
20605,training
15606,training
1138,training
17949,training
22876,training
8915,training
19665,training
13329,training
7077,training
23019,training
5475,training
20502,training
495,training
5081,training
19540,training
8405,training
11694,training
6879,training
23612,training
16169,training
1790,training
20108,training
2541,training
929,training
14158,training
12463,training
2486,training
1421,training
16240,training
11547,training
871,training
18003,training
9152,training
2582,training
14845,training
23780,training
21981,training
22505,training
7236,training
22801,training
15941,training
6654,training
4664,training
5457,training
5096,training
8674,training
22599,training
22661,training
17667,training
1410,training
9096,training
6717,training
3949,training
8799,training
535,training
4808,training
9192,training
19601,training
16976,training
9744,training
11504,training
6029,training
5213,training
19293,training
14135,training
10474,training
19015,training
24557,training
11550,training
23811,training
24713,training
6497,training
22125,training
3223,training
18715,training
22440,training
8737,training
23118,training
19087,training
1794,training
11502,training
21887,training
24602,training
22106,training
16500,training
909,training
7884,training
11841,training
10210,training
19136,training
2609,training
15969,training
2035,training
9465,training
17887,training
20455,training
1833,training
5538,training
14433,training
12177,training
22526,training
14584,training
5233,training
3209,training
24749,training
18134,training
24535,training
14391,training
18548,training
16233,training
2186,training
995,training
21210,training
11595,training
20477,training
7230,training
11393,training
18740,training
11725,training
18191,training
16310,training
16432,training
3681,training
4877,training
11434,training
16858,training
11483,training
4179,training
23694,training
16968,training
4178,training
18129,training
23255,training
1101,training
17378,training
23235,training
5726,training
2743,training
15709,training
14554,training
20834,training
11224,training
4785,training
4839,training
5560,training
10969,training
19273,training
108,training
23831,training
17711,training
10000,training
20795,training
14361,training
4128,training
15744,training
8954,training
17653,training
6011,training
21569,training
22312,training
18018,training
18175,training
14555,training
10703,training
11451,training
3913,training
4540,training
1179,training
11295,training
19419,training
1745,training
20336,training
12379,training
4650,training
16554,training
21025,training
8926,training
7367,training
4857,training
22734,training
15092,training
14664,training
457,training
17710,training
16487,training
6201,training
22895,training
9998,training
24260,training
15080,training
3180,training
16907,training
1495,training
22248,training
1128,training
20185,training
12447,training
20782,training
21163,training
8648,training
14076,training
6408,training
19663,training
5667,training
18306,training
9661,training
9413,training
22383,training
9209,training
10399,training
5812,training
19296,training
23605,training
21630,training
10523,training
2010,training
11877,training
12440,training
11527,training
10828,training
17328,training
8023,training
7919,training
13986,training
10797,training
17334,training
16892,training
23729,training
5174,training
15775,training
13965,training
6545,training
8847,training
17601,training
6605,training
23055,training
18322,training
14195,training
6182,training
2829,training
4170,training
2818,training
6702,training
7073,training
713,training
11244,training
18469,training
23585,training
16246,training
19851,training
20417,training
22833,training
13131,training
4606,training
18170,training
8447,training
18061,training
20358,training
23568,training
3017,training
8587,training
12751,training
4862,training
7055,training
14985,training
14413,training
4797,training
130,training
22103,training
21689,training
20265,training
16963,training
4025,training
11379,training
2845,training
7662,training
8073,training
19987,training
18301,training
12669,training
4395,training
24496,training
21549,training
16572,training
18496,training
3730,training
2989,training
9197,training
4801,training
22422,training
17418,training
9108,training
19359,training
10562,training
1467,training
15723,training
13412,training
13672,training
18753,training
6447,training
13978,training
7518,training
23151,training
22672,training
10140,training
14072,training
1315,training
4608,training
22658,training
748,training
1687,training
11341,training
5298,training
7136,training
3003,training
21054,training
17890,training
16309,training
22978,training
23686,training
6904,training
13585,training
3287,training
23731,training
3888,training
3953,training
4926,training
5820,training
480,training
3234,training
20511,training
16282,training
10073,training
21395,training
19616,training
11895,training
11127,training
5707,training
6191,training
8410,training
10922,training
3504,training
18775,training
3537,training
8157,training
21619,training
2769,training
22455,training
20951,training
16014,training
24576,training
9353,training
11371,training
3710,training
7049,training
3840,training
13627,training
19199,training
13123,training
258,training
1835,training
13456,training
22340,training
9038,training
18192,training
10306,training
9239,training
7092,training
5819,training
13528,training
10212,training
8638,training
19749,training
5059,training
9471,training
15494,training
19568,training
4659,training
5250,training
2207,training
16508,training
20340,training
3996,training
1077,training
891,training
10156,training
24406,training
12748,training
13763,training
21806,training
14780,training
10526,training
7666,training
22781,training
9060,training
6348,training
20905,training
13314,training
11132,training
15169,training
20606,training
21974,training
15269,training
6117,training
21274,training
8364,training
3572,training
3501,training
9359,training
17379,training
17981,training
23649,training
1600,training
18035,training
5972,training
15199,training
21756,training
17112,training
11048,training
12508,training
8161,training
15320,training
12745,training
17959,training
17598,training
9742,training
18421,training
5004,training
20601,training
19726,training
10401,training
6134,training
12276,training
13861,training
4137,training
11226,training
3767,training
17578,training
13979,training
14913,training
194,training
18474,training
23794,training
21600,training
1527,training
3433,training
10805,training
5407,training
13773,training
6939,training
377,training
5113,training
18929,training
2326,training
4028,training
21174,training
10407,training
24195,training
12829,training
19083,training
17742,training
18304,training
9662,training
1,training
21587,training
4639,training
12386,training
11546,training
3961,training
15251,training
8176,training
10492,training
16127,training
14130,training
8941,training
219,training
20233,training
1576,training
2270,training
13536,training
23423,training
13974,training
22142,training
3775,training
20683,training
9435,training
22896,training
17795,training
11299,training
23238,training
14389,training
4323,training
5666,training
9897,training
16422,training
776,training
18271,training
10807,training
9275,training
6529,training
14556,training
10615,training
13727,training
24131,training
17945,training
16453,training
45,training
6090,training
7915,training
5636,training
16245,training
16819,training
14678,training
12765,training
4258,training
21791,training
7516,training
14632,training
17323,training
7697,training
9774,training
10619,training
22058,training
11733,training
21951,training
536,training
10064,training
4017,training
23402,training
20805,training
16745,training
15720,training
23773,training
877,training
14346,training
20088,training
9617,training
12652,training
21364,training
8241,training
6485,training
20775,training
7117,training
8761,training
6277,training
24118,training
4734,training
19075,training
2372,training
2066,training
13567,training
14483,training
19819,training
23431,training
4446,training
1333,training
5866,training
19402,training
8277,training
6451,training
18115,training
11594,training
12847,training
17445,training
15856,training
5441,training
11160,training
22905,training
20261,training
7747,training
4227,training
3400,training
9800,training
23326,training
21486,training
12732,training
1653,training
19521,training
2227,training
8149,training
2967,training
21272,training
23355,training
19717,training
22850,training
20710,training
16261,training
3310,training
20858,training
12264,training
6242,training
20765,training
1345,training
12505,training
20078,training
24778,training
19261,training
8163,training
21555,training
6720,training
5068,training
11186,training
9531,training
24132,training
3368,training
6021,training
2429,training
24545,training
3738,training
3643,training
11957,training
723,training
17782,training
15738,training
8615,training
9347,training
4007,training
22456,training
23177,training
8147,training
12648,training
24416,training
20,training
17877,training
22506,training
16620,training
14794,training
20116,training
15229,training
1854,training
12644,training
17448,training
9292,training
5897,training
15289,training
12871,training
10160,training
20242,training
1806,training
12802,training
24165,training
22646,training
23334,training
10308,training
5476,training
13098,training
14715,training
1176,training
9912,training
12283,training
3374,training
6081,training
3286,training
1002,training
10750,training
7825,training
11984,training
4347,training
9650,training
5875,training
3828,training
12202,training
12518,training
23048,training
23925,training
24546,training
22080,training
23057,training
22242,training
22803,training
8577,training
2607,training
12219,training
19858,training
15588,training
10336,training
24533,training
13164,training
17603,training
22428,training
14529,training
16669,training
23075,training
11100,training
15894,training
695,training
4604,training
200,training
7086,training
9386,training
10861,training
2581,training
11861,training
4037,training
13926,training
7873,training
7408,training
20575,training
7556,training
18,training
8237,training
19776,training
18349,training
5763,training
460,training
4223,training
9743,training
4881,training
12905,training
13325,training
13030,training
157,training
6829,training
5799,training
20065,training
24522,training
2302,training
1240,training
8127,training
4112,training
11446,training
13698,training
4711,training
11202,training
23861,training
5347,training
10694,training
13607,training
7509,training
5508,training
24591,training
18013,training
20574,training
3945,training
15757,training
2955,training
15986,training
12462,training
19617,training
20234,training
3954,training
3685,training
1462,training
22553,training
7461,training
21431,training
12988,training
17909,training
23896,training
19716,training
19147,training
13027,training
15753,training
10392,training
2911,training
20557,training
10450,training
20249,training
23441,training
23799,training
7430,training
10904,training
2127,training
6875,training
13058,training
22096,training
22189,training
13512,training
5627,training
2695,training
6669,training
15454,training
15729,training
18621,training
23969,training
23417,training
22814,training
5471,training
4913,training
8321,training
16894,training
16616,training
14662,training
1131,training
1775,training
16241,training
20416,training
16609,training
23697,training
13485,training
9599,training
4205,training
9890,training
10510,training
13956,training
17844,training
10247,training
19822,training
21526,training
5782,training
15343,training
272,training
19579,training
19580,training
12593,training
14824,training
15837,training
5206,training
23950,training
7475,training
12034,training
21958,training
1122,training
7275,training
4820,training
19992,training
6974,training
21730,training
21369,training
4242,training
396,training
15985,training
17688,training
22374,training
16799,training
15231,training
11751,training
9515,training
7622,training
10305,training
17967,training
15209,training
11462,training
9620,training
23292,training
20281,training
4907,training
16995,training
6419,training
2512,training
234,training
19161,training
14009,training
6901,training
22631,training
7538,training
7522,training
190,training
2650,training
15629,training
15044,training
12272,training
13462,training
4832,training
23577,training
244,training
24389,training
14785,training
3751,training
2129,training
2525,training
3882,training
24521,training
12943,training
9801,training
16341,training
18436,training
7090,training
12868,training
4250,training
12353,training
14970,training
23581,training
7772,training
4630,training
4972,training
3235,training
7864,training
12422,training
11481,training
18126,training
2763,training
6747,training
15827,training
5645,training
20192,training
13683,training
8035,training
3908,training
19583,training
4009,training
15758,training
14510,training
21552,training
9813,training
12747,training
12497,training
19695,training
8215,training
22481,training
11200,training
806,training
7311,training
22652,training
21169,training
18109,training
6928,training
15504,training
576,training
16638,training
15937,training
3650,training
5384,training
642,training
17636,training
4627,training
23784,training
18399,training
6253,training
8629,training
5555,training
605,training
11927,training
19331,training
1678,training
22482,training
9207,training
10422,training
13332,training
9068,training
5386,training
2651,training
9441,training
9905,training
14104,training
12766,training
11229,training
15318,training
3993,training
2595,training
2285,training
7887,training
7911,training
22110,training
14081,training
3352,training
19201,training
21957,training
19355,training
2811,training
7418,training
3051,training
20360,training
2975,training
20884,training
18500,training
5529,training
13225,training
2935,training
12573,training
6583,training
2015,training
10310,training
10250,training
946,training
10554,training
7740,training
16966,training
19343,training
24343,training
10508,training
9859,training
6601,training
3142,training
18501,training
8144,training
4476,training
22413,training
579,training
13045,training
19641,training
21705,training
15174,training
4292,training
11559,training
7319,training
12142,training
14274,training
1037,training
22879,training
24688,training
23233,training
6327,training
6251,training
6632,training
697,training
17262,training
2694,training
2893,training
8238,training
53,training
22162,training
20899,training
21578,training
9526,training
6809,training
4728,training
10682,training
1950,training
7421,training
19606,training
246,training
16762,training
7628,training
17581,training
20776,training
23994,training
15784,training
4597,training
15735,training
687,training
17588,training
9109,training
24761,training
3422,training
7066,training
5882,training
2683,training
24604,training
11356,training
24571,training
8476,training
10992,training
16827,training
23623,training
1712,training
14458,training
10841,training
7815,training
18840,training
18987,training
9013,training
21687,training
15446,training
23274,training
1372,training
9,training
23545,training
4183,training
14385,training
8548,training
12980,training
4646,training
8213,training
5615,training
24283,training
8654,training
2643,training
20545,training
12009,training
22509,training
15765,training
7263,training
18318,training
14099,training
10398,training
18148,training
20385,training
24371,training
1488,training
20835,training
15559,training
18448,training
16810,training
6624,training
14494,training
3136,training
7457,training
17747,training
4547,training
6516,training
15099,training
22910,training
215,training
22437,training
12175,training
7810,training
8471,training
21581,training
20747,training
19255,training
12679,training
14612,training
15109,training
5556,training
22868,training
11312,training
3366,training
14034,training
19961,training
17974,training
7764,training
24138,training
24715,training
16413,training
21101,training
12654,training
16220,training
15302,training
4040,training
17768,training
7555,training
1170,training
6089,training
2205,training
10874,training
23753,training
9294,training
3327,training
20157,training
22267,training
14962,training
6978,training
7264,training
10689,training
4409,training
22805,training
11320,training
4715,training
15227,training
12872,training
22479,training
3791,training
7492,training
17599,training
15096,training
14979,training
4772,training
13059,training
12926,training
84,training
22387,training
13097,training
20877,training
8790,training
12373,training
23711,training
10320,training
9771,training
17629,training
17171,training
16952,training
17404,training
2776,training
18273,training
11313,training
4980,training
8713,training
24716,training
12730,training
17468,training
4810,training
17767,training
10717,training
23172,training
12474,training
2848,training
9304,training
4016,training
20289,training
5285,training
18802,training
7038,training
14570,training
11453,training
68,training
22736,training
3992,training
20123,training
16383,training
23321,training
13335,training
1353,training
24537,training
21239,training
18747,training
9597,training
13428,training
1627,training
20861,training
12318,training
9479,training
8917,training
11392,training
8637,training
13234,training
16089,training
23824,training
19690,training
9895,training
3291,training
9194,training
7948,training
11589,training
6631,training
17538,training
16391,training
13721,training
11726,training
6715,training
8456,training
13173,training
13195,training
3746,training
22546,training
22218,training
4709,training
12897,training
13046,training
15395,training
9357,training
8843,training
5013,training
10353,training
22378,training
17691,training
22525,training
22261,training
6677,training
20079,training
16615,training
7765,training
9554,training
11426,training
11102,training
4459,training
18586,training
20529,training
10453,training
10038,training
17097,training
15337,training
14482,training
19178,training
2497,training
15466,training
6676,training
21026,training
4885,training
9844,training
20696,training
7458,training
2113,training
5746,training
12341,training
8492,training
23760,training
19662,training
2144,training
7723,training
3526,training
20729,training
7454,training
14566,training
11211,training
11673,training
22022,training
5198,training
15780,training
8423,training
71,training
17030,training
10013,training
15748,training
3259,training
1840,training
2572,training
16007,training
16839,training
11364,training
12199,training
21481,training
15272,training
15155,training
17398,training
14791,training
20227,training
7602,training
2544,training
10475,training
6017,training
2662,training
16477,training
6476,training
8590,training
19115,training
2075,training
11706,training
4614,training
11440,training
5879,training
20872,training
6003,training
3,training
19730,training
23555,training
8260,training
23556,training
20287,training
11241,training
19245,training
3471,training
1761,training
1209,training
11278,training
18857,training
1268,training
24152,training
17284,training
23849,training
13616,training
19518,training
9502,training
23041,training
11562,training
9908,training
20750,training
23171,training
23295,training
5886,training
21118,training
9877,training
21319,training
7768,training
12928,training
7327,training
8138,training
8918,training
10322,training
21269,training
17665,training
13109,training
8735,training
16096,training
19049,training
14217,training
614,training
6329,training
3367,training
6387,training
22399,training
24695,training
21810,training
4716,training
22914,training
7224,training
17917,training
23030,training
21723,training
13831,training
11049,training
18816,training
1216,training
17342,training
4854,training
1006,training
7271,training
11430,training
9676,training
4642,training
14242,training
1588,training
24449,training
21627,training
15882,training
23112,training
23906,training
4905,training
17965,training
21524,training
21057,training
8967,training
11347,training
11684,training
3050,training
21717,training
3118,training
8591,training
8874,training
17498,training
18155,training
18832,training
21520,training
9677,training
19934,training
22538,training
7108,training
11804,training
20528,training
23175,training
1312,training
11663,training
265,training
17531,training
13355,training
21841,training
13191,training
11,training
7856,training
14945,training
16279,training
4982,training
13798,training
12651,training
1565,training
8497,training
3865,training
9938,training
9045,training
4553,training
15861,training
21976,training
16994,training
9508,training
497,training
18184,training
23158,training
3299,training
12560,training
2681,training
17866,training
14290,training
15622,training
7184,training
8349,training
9948,training
16165,training
10263,training
9480,training
18340,training
22682,training
14513,training
15694,training
8949,training
14443,training
7831,training
1646,training
9061,training
12666,training
2220,training
420,training
2500,training
15224,training
7913,training
12396,training
23638,training
15201,training
6803,training
22060,training
1208,training
315,training
4897,training
19102,training
17569,training
96,training
8886,training
5807,training
11523,training
976,training
10823,training
9724,training
2240,training
21779,training
6580,training
8711,training
4301,training
22571,training
8121,training
4138,training
12297,training
21750,training
16033,training
21624,training
17253,training
2324,training
7407,training
24660,training
16031,training
663,training
23877,training
2309,training
9956,training
3843,training
7140,training
14716,training
7029,training
21221,training
5706,training
20118,training
17904,training
20033,training
9632,training
6027,training
23947,training
17232,training
19309,training
5425,training
18872,training
9534,training
11336,training
17510,training
17648,training
18979,training
2548,training
22443,training
17780,training
10636,training
15378,training
6528,training
15033,training
3978,training
23011,training
3868,training
15880,training
14403,training
17668,training
20786,training
16321,training
23962,training
8092,training
10538,training
21639,training
16710,training
8056,training
17408,training
6203,training
15368,training
2304,training
6386,training
18213,training
1057,training
24673,training
12700,training
15303,training
2590,training
17099,training
20225,training
16795,training
23901,training
24251,training
17465,training
17664,training
17856,training
14181,training
167,training
21224,training
16643,training
7812,training
10830,training
11167,training
16196,training
5067,training
204,training
15153,training
10757,training
973,training
15608,training
17673,training
16653,training
23887,training
19536,training
15384,training
3363,training
9329,training
14887,training
3614,training
2951,training
22298,training
3603,training
13704,training
3873,training
7174,training
16865,training
5144,training
24246,training
8925,training
19924,training
10120,training
23305,training
23777,training
9665,training
3239,training
6649,training
1818,training
18754,training
21450,training
8314,training
22852,training
24709,training
2275,training
8235,training
16516,training
17816,training
2677,training
2723,training
15909,training
16542,training
22468,training
22037,training
7192,training
16563,training
7441,training
6331,training
16948,training
16543,training
8904,training
1877,training
4216,training
14604,training
15091,training
2611,training
17191,training
24295,training
17749,training
2418,training
1202,training
13020,training
6838,training
21392,training
9119,training
22543,training
24284,training
4042,training
15586,training
1461,training
1165,training
14369,training
22304,training
8513,training
3667,training
8282,training
14783,training
22406,training
15340,training
3566,training
5393,training
802,training
6847,training
12250,training
18517,training
7977,training
6391,training
5253,training
11288,training
17481,training
4959,training
4984,training
13136,training
15844,training
1126,training
10614,training
2488,training
15695,training
9343,training
17855,training
21868,training
20256,training
2998,training
7611,training
9400,training
19366,training
23061,training
15747,training
14478,training
9528,training
1344,training
3924,training
7444,training
2557,training
19852,training
14946,training
14280,training
4784,training
12040,training
12233,training
15087,training
21962,training
20530,training
17495,training
12516,training
13834,training
24037,training
18959,training
23277,training
2303,training
10668,training
8946,training
15619,training
12521,training
7356,training
23813,training
14501,training
3071,training
10357,training
494,training
17239,training
10579,training
19056,training
22365,training
11002,training
3918,training
20427,training
24558,training
5923,training
2057,training
8951,training
15067,training
11438,training
1008,training
15101,training
19786,training
18294,training
18116,training
12796,training
19950,training
7546,training
8190,training
9549,training
18611,training
13399,training
20210,training
24540,training
17155,training
19491,training
13868,training
24159,training
19134,training
7824,training
7574,training
8197,training
23763,training
11363,training
5971,training
13251,training
2117,training
24135,training
8227,training
119,training
9397,training
10842,training
11375,training
6788,training
11682,training
17777,training
13044,training
16876,training
11129,training
6856,training
19911,training
19773,training
19046,training
4060,training
17626,training
11452,training
12247,training
15942,training
11979,training
19703,training
13366,training
2478,training
6038,training
22178,training
14676,training
18619,training
17248,training
7163,training
20214,training
19358,training
12974,training
12384,training
8785,training
10605,training
23789,training
14877,training
1663,training
14784,training
13192,training
15917,training
4536,training
16785,training
7619,training
15179,training
3410,training
10428,training
7995,training
2294,training
7175,training
18527,training
9276,training
2179,training
22084,training
15726,training
15546,training
20382,training
14588,training
16145,training
19390,training
17460,training
15711,training
677,training
10443,training
14777,training
10858,training
19207,training
5007,training
3985,training
18150,training
345,training
1220,training
19290,training
10639,training
9224,training
23725,training
1001,training
2977,training
2029,training
4166,training
12597,training
14490,training
14007,training
24643,training
23647,training
3399,training
14301,training
9621,training
15930,training
14168,training
5798,training
4838,training
20888,training
2491,training
6618,training
20656,training
12663,training
12819,training
10599,training
23863,training
22681,training
24330,training
8625,training
20364,training
6760,training
12141,training
21966,training
8384,training
11857,training
10661,training
9871,training
18558,training
14281,training
23362,training
4541,training
21343,training
12506,training
7237,training
21968,training
9268,training
18112,training
2073,training
1610,training
20363,training
5687,training
24501,training
10229,training
23786,training
3519,training
8439,training
17813,training
1942,training
681,training
6634,training
17038,training
4111,training
11082,training
21872,training
22550,training
16820,training
613,training
9115,training
24592,training
16585,training
16133,training
20089,training
23742,training
22898,training
2184,training
10022,training
16526,training
9816,training
9820,training
9622,training
9640,training
17690,training
22203,training
14722,training
895,training
728,training
19210,training
22938,training
3068,training
16880,training
20394,training
6881,training
8247,training
9446,training
10222,training
22789,training
14090,training
23603,training
44,training
17853,training
7857,training
13862,training
20881,training
8047,training
800,training
8291,training
23611,training
3505,training
20591,training
22070,training
4621,training
19267,training
18182,training
9681,training
13957,training
2678,training
14773,training
13822,training
10115,training
17208,training
1512,training
19522,training
336,training
12914,training
19357,training
4932,training
24384,training
13571,training
11788,training
23756,training
22266,training
24647,training
388,training
23388,training
3203,training
21002,training
11598,training
15381,training
9616,training
19351,training
3621,training
18977,training
862,training
8003,training
4529,training
16721,training
14322,training
16803,training
24228,training
1020,training
19864,training
7839,training
17337,training
2754,training
23536,training
1923,training
5779,training
5640,training
21309,training
3567,training
6258,training
19998,training
13187,training
17354,training
22893,training
3990,training
15787,training
15951,training
9865,training
8346,training
9992,training
17586,training
19285,training
14850,training
19221,training
1639,training
20039,training
5703,training
18610,training
14028,training
23393,training
20452,training
16219,training
6789,training
16923,training
22475,training
18897,training
22819,training
3273,training
16493,training
11024,training
12073,training
24229,training
85,training
3135,training
12513,training
19047,training
9688,training
1213,training
3971,training
9884,training
3540,training
4295,training
22151,training
6108,training
9391,training
14984,training
1789,training
10555,training
23594,training
3760,training
22875,training
4063,training
22152,training
21612,training
14923,training
7100,training
6396,training
7185,training
7088,training
23428,training
3830,training
24287,training
23140,training
14926,training
2783,training
21583,training
13236,training
6740,training
20550,training
9143,training
12531,training
7577,training
16561,training
12554,training
9847,training
24082,training
20207,training
7222,training
8820,training
16845,training
3325,training
24148,training
22478,training
20019,training
8501,training
10819,training
10189,training
10233,training
18559,training
13753,training
8296,training
9713,training
17174,training
2947,training
11105,training
18814,training
21795,training
24616,training
1994,training
3372,training
12236,training
10591,training
3987,training
11498,training
11309,training
20915,training
1557,training
23704,training
8111,training
17587,training
19247,training
11845,training
7534,training
16323,training
23715,training
6317,training
24060,training
4232,training
768,training
15644,training
3038,training
1494,training
24606,training
20057,training
11237,training
3508,training
15708,training
7987,training
9421,training
24757,training
19781,training
23379,training
21405,training
570,training
2397,training
4120,training
15889,training
14249,training
18269,training
20048,training
6115,training
2674,training
23567,training
15725,training
18847,training
12530,training
13746,training
16667,training
8641,training
17276,training
7017,training
22184,training
4853,training
12491,training
9020,training
16891,training
3817,training
12453,training
20504,training
4564,training
549,training
10884,training
21580,training
6874,training
13150,training
13523,training
15108,training
17595,training
8859,training
8053,training
2668,training
21885,training
15462,training
15589,training
16157,training
15004,training
15152,training
22177,training
19124,training
15270,training
16065,training
8383,training
17995,training
23122,training
19765,training
6215,training
15779,training
21708,training
19817,training
13400,training
1791,training
7052,training
21774,training
13398,training
9612,training
2882,training
4643,training
18427,training
584,training
24402,training
4915,training
8702,training
18673,training
5600,training
13903,training
24230,training
10403,training
11403,training
9587,training
15147,training
12613,training
14412,training
11081,training
5282,training
5109,training
12218,training
3692,training
21769,training
7064,training
17186,training
19681,training
17994,training
11328,training
23509,training
16950,training
7328,training
3159,training
3431,training
11888,training
21347,training
11793,training
550,training
22198,training
18934,training
23597,training
21187,training
19999,training
6060,training
19610,training
11846,training
17650,training
10478,training
11176,training
1284,training
15607,training
8239,training
6703,training
7486,training
19846,training
20677,training
231,training
13791,training
12879,training
19784,training
20938,training
10107,training
13544,training
23382,training
16174,training
23672,training
261,training
6595,training
7010,training
19513,training
1460,training
7302,training
10956,training
12424,training
12725,training
6791,training
23501,training
10616,training
9369,training
358,training
18024,training
16258,training
24147,training
12990,training
7493,training
18395,training
4062,training
19271,training
12391,training
6785,training
3486,training
13508,training
17845,training
21527,training
5920,training
6814,training
20859,training
24055,training
13905,training
2778,training
18713,training
4787,training
324,training
23025,training
19831,training
12550,training
12479,training
14653,training
6321,training
22017,training
19195,training
15702,training
1772,training
14174,training
7134,training
14867,training
9206,training
9004,training
6733,training
8850,training
18658,training
11248,training
14593,training
24652,training
24030,training
2993,training
1326,training
3440,training
9052,training
10396,training
19268,training
16807,training
4652,training
10827,training
10480,training
11287,training
5272,training
6833,training
3879,training
16773,training
5872,training
1149,training
9476,training
7150,training
3421,training
17482,training
5647,training
825,training
8352,training
19649,training
4048,training
19523,training
24657,training
2549,training
12079,training
397,training
17156,training
8777,training
8395,training
12335,training
9562,training
23770,training
21732,training
2172,training
20109,training
15163,training
9183,training
18463,training
13222,training
5360,training
17684,training
13025,training
10909,training
24514,training
10193,training
24746,training
11715,training
16408,training
4670,training
15915,training
10995,training
11353,training
10070,training
21744,training
22120,training
2995,training
3253,training
24261,training
14054,training
14435,training
504,training
14031,training
11972,training
24277,training
23452,training
13735,training
5160,training
1025,training
11407,training
18043,training
7294,training
4823,training
19353,training
30,training
22431,training
22510,training
10873,training
18674,training
24635,training
8691,training
8554,training
1175,training
2189,training
8380,training
18016,training
4106,training
1765,training
2703,training
24594,training
6778,training
19133,training
19960,training
21999,training
19106,training
3208,training
852,training
12617,training
2310,training
16588,training
11918,training
10559,training
5401,training
17836,training
9778,training
19672,training
15274,training
12166,training
24194,training
13946,training
13487,training
10905,training
10712,training
21990,training
653,training
2646,training
21172,training
9726,training
20397,training
8200,training
21745,training
489,training
17358,training
9079,training
8484,training
11677,training
8696,training
24374,training
14048,training
20257,training
9841,training
11985,training
23485,training
1849,training
18369,training
696,training
11162,training
2097,training
5319,training
7791,training
24020,training
6088,training
2255,training
10427,training
8242,training
5705,training
15520,training
395,training
15745,training
21059,training
13342,training
8877,training
11960,training
16347,training
9319,training
4210,training
7087,training
24329,training
5685,training
15927,training
19943,training
9815,training
5374,training
10669,training
9641,training
11869,training
12781,training
20026,training
1055,training
12452,training
542,training
22259,training
6326,training
22366,training
9222,training
7981,training
8616,training
23783,training
18609,training
9858,training
9040,training
22197,training
20737,training
10270,training
15463,training
362,training
4084,training
4322,training
16012,training
14071,training
19587,training
